ItemCondition	OriginalTokenNumber	Region	TokenizedTokenNumber	TokenizedWord	Experiment	Item	Condition
# RC1 21 a	5	RCVerb	12	थीं	RC1	21	a
# RC1 21 a	5	RCVerb	13	,	RC1	21	a
# RC1 21 a	6	PreMainVerb	14	बहुत	RC1	21	a
# RC1 21 a	6	PreMainVerb	15	अच्छा	RC1	21	a
# RC1 21 a	6	PreMainVerb	16	गाना	RC1	21	a
# RC1 21 a	7	MainVerb	17	गाती	RC1	21	a
# RC1 21 a	7	MainVerb	18	है	RC1	21	a
# RC1 21 a	7	MainVerb	19	।	RC1	21	a
# RC1 21 b	0	NP1	0	वह	RC1	21	b
# RC1 21 b	0	NP1	1	लड़की	RC1	21	b
# RC1 21 b	0	NP1	2	,	RC1	21	b
# RC1 21 b	1	RCPn	3	जिसने	RC1	21	b
# RC1 21 b	2	PreRCVerb	4	पिछले	RC1	21	b
# RC1 21 b	2	PreRCVerb	5	हफते	RC1	21	b
# RC1 21 b	3	PreRCVerb	6	शाम	RC1	21	b
# RC1 21 b	3	PreRCVerb	7	के	RC1	21	b
# RC1 21 b	3	PreRCVerb	8	समय	RC1	21	b
# RC1 21 b	4	RCVerb	9	उठायीं	RC1	21	b
# RC1 21 b	4	RCVerb	10	थीं	RC1	21	b
# RC1 21 b	5	RCObj	11	सारी	RC1	21	b
# RC1 21 b	5	RCObj	12	फाइलें	RC1	21	b
# RC1 21 b	5	RCObj	13	,	RC1	21	b
# RC1 21 b	6	PreMainVerb	14	बहुत	RC1	21	b
# RC1 21 b	6	PreMainVerb	15	अच्छा	RC1	21	b
# RC1 21 b	6	PreMainVerb	16	गाना	RC1	21	b
# RC1 21 b	7	MainVerb	17	गाती	RC1	21	b
# RC1 21 b	7	MainVerb	18	है	RC1	21	b
# RC1 21 b	7	MainVerb	19	।	RC1	21	b
# RC1 21 c	0	NP1	0	वह	RC1	21	c
# RC1 21 c	0	NP1	1	फाइलें	RC1	21	c
# RC1 21 c	0	NP1	2	,	RC1	21	c
# RC1 21 c	1	RCPn	3	जिनको	RC1	21	c
# RC1 21 c	2	RCSubj	4	उस	RC1	21	c
# RC1 21 c	2	RCSubj	5	लड़की	RC1	21	c
# RC1 21 c	2	RCSubj	6	ने	RC1	21	c
# RC1 21 c	3	PreRCVerb	7	पिछले	RC1	21	c
# RC1 21 c	3	PreRCVerb	8	हफते	RC1	21	c
# RC1 21 c	4	PreRCVerb	9	शाम	RC1	21	c
# RC1 21 c	4	PreRCVerb	10	के	RC1	21	c
# RC1 21 c	4	PreRCVerb	11	समय	RC1	21	c
# RC1 21 c	5	RCVerb	12	उठाया	RC1	21	c
# RC1 21 c	5	RCVerb	13	था	RC1	21	c
# RC1 21 c	5	RCVerb	14	,	RC1	21	c
# RC1 21 c	6	PreMainVerb	15	दो	RC1	21	c
# RC1 21 c	6	PreMainVerb	16	साल	RC1	21	c
# RC1 21 c	6	PreMainVerb	17	से	RC1	21	c
# RC1 21 c	7	PreMainVerb	18	एक	RC1	21	c
# RC1 21 c	7	PreMainVerb	19	जगह	RC1	21	c
# RC1 21 c	7	PreMainVerb	20	पर	RC1	21	c
# RC1 21 c	8	MainVerb	21	सड़	RC1	21	c
# RC1 21 c	8	MainVerb	22	रहीं	RC1	21	c
# RC1 21 c	8	MainVerb	23	थीं	RC1	21	c
# RC1 21 c	8	MainVerb	24	।	RC1	21	c
# RC1 21 d	0	NP1	0	वह	RC1	21	d
# RC1 21 d	0	NP1	1	फाइलें	RC1	21	d
# RC1 21 d	0	NP1	2	,	RC1	21	d
# RC1 21 d	1	RCPn	3	जिनको	RC1	21	d
# RC1 21 d	2	PreRCVerb	4	पिछले	RC1	21	d
# RC1 21 d	2	PreRCVerb	5	हफते	RC1	21	d
# RC1 21 d	3	PreRCVerb	6	शाम	RC1	21	d
# RC1 21 d	3	PreRCVerb	7	के	RC1	21	d
# RC1 21 d	3	PreRCVerb	8	समय	RC1	21	d
# RC1 21 d	4	RCVerb	9	उठाया	RC1	21	d
# RC1 21 d	4	RCVerb	10	था	RC1	21	d
# RC1 21 d	5	RCSubj	11	उस	RC1	21	d
# RC1 21 d	5	RCSubj	12	लड़की	RC1	21	d
# RC1 21 d	5	RCSubj	13	ने	RC1	21	d
# RC1 21 d	5	RCSubj	14	,	RC1	21	d
# RC1 21 d	6	PreMainVerb	15	दो	RC1	21	d
# RC1 21 d	6	PreMainVerb	16	साल	RC1	21	d
# RC1 21 d	6	PreMainVerb	17	से	RC1	21	d
# RC1 21 d	7	PreMainVerb	18	एक	RC1	21	d
# RC1 21 d	7	PreMainVerb	19	जगह	RC1	21	d
# RC1 21 d	7	PreMainVerb	20	पर	RC1	21	d
# RC1 21 d	8	MainVerb	21	सड़	RC1	21	d
# RC1 21 d	8	MainVerb	22	रहीं	RC1	21	d
# RC1 21 d	8	MainVerb	23	थीं	RC1	21	d
# RC1 21 d	8	MainVerb	24	।	RC1	21	d
# RC1 22 a	0	NP1	0	वह	RC1	22	a
# RC1 22 a	0	NP1	1	हलवाई	RC1	22	a
# RC1 22 a	0	NP1	2	,	RC1	22	a
# RC1 22 a	1	RCPn	3	जिसने	RC1	22	a
# RC1 22 a	2	RCObj	4	कढाई	RC1	22	a
# RC1 22 a	3	PreRCVerb	5	बड़ी	RC1	22	a
# RC1 22 a	3	PreRCVerb	6	सावधानी	RC1	22	a
# RC1 22 a	3	PreRCVerb	7	से	RC1	22	a
# RC1 22 a	4	RCVerb	8	पकड़ी	RC1	22	a
# RC1 22 a	4	RCVerb	9	थी	RC1	22	a
# RC1 22 a	4	RCVerb	10	,	RC1	22	a
# RC1 22 a	5	PreMainVerb	11	इस	RC1	22	a
# RC1 22 a	5	PreMainVerb	12	मोहल्ले	RC1	22	a
# RC1 22 a	5	PreMainVerb	13	में	RC1	22	a
# RC1 22 a	6	PreMainVerb	14	एक	RC1	22	a
# RC1 22 a	6	PreMainVerb	15	नई	RC1	22	a
# RC1 22 a	6	PreMainVerb	16	दुकान	RC1	22	a
# RC1 22 a	7	MainVerb	17	खोल	RC1	22	a
# RC1 22 a	7	MainVerb	18	रहा	RC1	22	a
# RC1 22 a	7	MainVerb	19	है	RC1	22	a
# RC1 22 a	7	MainVerb	20	।	RC1	22	a
# RC1 22 b	0	NP1	0	वह	RC1	22	b
# RC1 22 b	0	NP1	1	हलवाई	RC1	22	b
# RC1 22 b	0	NP1	2	,	RC1	22	b
# RC1 22 b	1	RCPn	3	जिसने	RC1	22	b
# RC1 22 b	2	PreRCVerb	4	बड़ी	RC1	22	b
# RC1 22 b	2	PreRCVerb	5	सावधानी	RC1	22	b
# RC1 22 b	2	PreRCVerb	6	से	RC1	22	b
# RC1 22 b	3	RCVerb	7	पकड़ी	RC1	22	b
# RC1 22 b	3	RCVerb	8	थी	RC1	22	b
# RC1 22 b	4	RCObj	9	कढाई	RC1	22	b
# RC1 22 b	4	RCObj	10	,	RC1	22	b
# RC1 22 b	5	PreMainVerb	11	इस	RC1	22	b
# RC1 22 b	5	PreMainVerb	12	मोहल्ले	RC1	22	b
# RC1 22 b	5	PreMainVerb	13	में	RC1	22	b
# RC1 22 b	6	PreMainVerb	14	एक	RC1	22	b
# RC1 22 b	6	PreMainVerb	15	नई	RC1	22	b
# RC1 22 b	6	PreMainVerb	16	दुकान	RC1	22	b
# RC1 22 b	7	MainVerb	17	खोल	RC1	22	b
# RC1 22 b	7	MainVerb	18	रहा	RC1	22	b
# RC1 22 b	7	MainVerb	19	है	RC1	22	b
# RC1 22 b	7	MainVerb	20	।	RC1	22	b
# RC1 22 c	0	NP1	0	वह	RC1	22	c
# RC1 22 c	0	NP1	1	कढाई	RC1	22	c
# RC1 22 c	0	NP1	2	,	RC1	22	c
# RC1 22 c	1	RCPn	3	जिसको	RC1	22	c
# RC1 22 c	2	RCSubj	4	उस	RC1	22	c
# RC1 22 c	2	RCSubj	5	हलवाई	RC1	22	c
# RC1 22 c	2	RCSubj	6	ने	RC1	22	c
# RC1 22 c	3	PreRCVerb	7	बड़ी	RC1	22	c
# RC1 22 c	3	PreRCVerb	8	सावधानी	RC1	22	c
# RC1 22 c	3	PreRCVerb	9	से	RC1	22	c
# RC1 22 c	4	RCVerb	10	पकड़ा	RC1	22	c
# RC1 22 c	4	RCVerb	11	था	RC1	22	c
# RC1 22 c	4	RCVerb	12	,	RC1	22	c
# RC1 22 c	5	PreMainVerb	13	असली	RC1	22	c
# RC1 22 c	5	PreMainVerb	14	पीतल	RC1	22	c
# RC1 22 c	5	PreMainVerb	15	से	RC1	22	c
# RC1 22 c	6	MainVerb	16	बनी	RC1	22	c
# RC1 22 c	6	MainVerb	17	है।	RC1	22	c
# RC1 22 d	0	NP1	0	वह	RC1	22	d
# RC1 22 d	0	NP1	1	कढाई	RC1	22	d
# RC1 22 d	0	NP1	2	,	RC1	22	d
# RC1 22 d	1	RCPn	3	जिसको	RC1	22	d
# RC1 22 d	2	PreRCVerb	4	बड़ी	RC1	22	d
# RC1 22 d	2	PreRCVerb	5	सावधानी	RC1	22	d
# RC1 22 d	2	PreRCVerb	6	से	RC1	22	d
# RC1 22 d	3	RCVerb	7	पकड़ा	RC1	22	d
# RC1 22 d	3	RCVerb	8	था	RC1	22	d
# RC1 22 d	4	RCSubj	9	उस	RC1	22	d
# RC1 22 d	4	RCSubj	10	हलवाई	RC1	22	d
# RC1 22 d	4	RCSubj	11	ने	RC1	22	d
# RC1 22 d	4	RCSubj	12	,	RC1	22	d
# RC1 22 d	5	PreMainVerb	13	असली	RC1	22	d
# RC1 22 d	5	PreMainVerb	14	पीतल	RC1	22	d
# RC1 22 d	5	PreMainVerb	15	से	RC1	22	d
# RC1 22 d	6	MainVerb	16	बनी	RC1	22	d
# RC1 22 d	6	MainVerb	17	है।	RC1	22	d
# RC1 23 a	0	NP1	0	वह	RC1	23	a
# RC1 23 a	0	NP1	1	कुली	RC1	23	a
# RC1 23 a	0	NP1	2	,	RC1	23	a
# RC1 23 a	1	RCPn	3	जिसने	RC1	23	a
# RC1 23 a	2	RCObj	4	बड़ी	RC1	23	a
# RC1 23 a	2	RCObj	5	अटैची	RC1	23	a
# RC1 23 a	3	PreRCVerb	6	एक	RC1	23	a
# RC1 23 a	3	PreRCVerb	7	झटके	RC1	23	a
# RC1 23 a	3	PreRCVerb	8	में	RC1	23	a
# RC1 23 a	4	RCVerb	9	उठा	RC1	23	a
# RC1 23 a	4	RCVerb	10	ली	RC1	23	a
# RC1 23 a	4	RCVerb	11	थी	RC1	23	a
# RC1 23 a	4	RCVerb	12	,	RC1	23	a
# RC1 23 a	5	PreMainVerb	13	रात	RC1	23	a
# RC1 23 a	5	PreMainVerb	14	में	RC1	23	a
# RC1 23 a	6	PreMainVerb	15	टैक्सी	RC1	23	a
# RC1 23 a	7	MainVerb	16	चलाता	RC1	23	a
# RC1 23 a	7	MainVerb	17	है	RC1	23	a
# RC1 23 a	7	MainVerb	18	।	RC1	23	a
# RC1 23 b	0	NP1	0	वह	RC1	23	b
# RC1 23 b	0	NP1	1	कुली	RC1	23	b
# RC1 23 b	0	NP1	2	,	RC1	23	b
# RC1 23 b	1	RCPn	3	जिसने	RC1	23	b
# RC1 23 b	2	PreRCVerb	4	एक	RC1	23	b
# RC1 23 b	2	PreRCVerb	5	झटके	RC1	23	b
# RC1 23 b	2	PreRCVerb	6	में	RC1	23	b
# RC1 23 b	3	RCVerb	7	उठा	RC1	23	b
# RC1 23 b	3	RCVerb	8	ली	RC1	23	b
# RC1 23 b	3	RCVerb	9	थी	RC1	23	b
# RC1 23 b	4	RCObj	10	बड़ी	RC1	23	b
# RC1 23 b	4	RCObj	11	अटैची	RC1	23	b
# RC1 23 b	4	RCObj	12	,	RC1	23	b
# RC1 23 b	5	PreMainVerb	13	रात	RC1	23	b
# RC1 23 b	5	PreMainVerb	14	में	RC1	23	b
# RC1 23 b	6	PreMainVerb	15	टैक्सी	RC1	23	b
# RC1 23 b	7	MainVerb	16	चलाता	RC1	23	b
# RC1 23 b	7	MainVerb	17	है	RC1	23	b
# RC1 23 b	7	MainVerb	18	।	RC1	23	b
# RC1 23 c	0	NP1	0	वह	RC1	23	c
# RC1 23 c	0	NP1	1	बड़ी	RC1	23	c
# RC1 23 c	0	NP1	2	अटैची	RC1	23	c
# RC1 23 c	0	NP1	3	,	RC1	23	c
# RC1 23 c	1	RCPn	4	जिसको	RC1	23	c
# RC1 23 c	2	RCSubj	5	उस	RC1	23	c
# RC1 23 c	2	RCSubj	6	कुली	RC1	23	c
# RC1 23 c	2	RCSubj	7	ने	RC1	23	c
# RC1 23 c	3	PreRCVerb	8	एक	RC1	23	c
# RC1 23 c	3	PreRCVerb	9	झटके	RC1	23	c
# RC1 23 c	3	PreRCVerb	10	में	RC1	23	c
# RC1 23 c	4	RCVerb	11	उठा	RC1	23	c
# RC1 23 c	4	RCVerb	12	लिया	RC1	23	c
# RC1 23 c	4	RCVerb	13	था	RC1	23	c
# RC1 23 c	4	RCVerb	14	,	RC1	23	c
# RC1 23 c	5	PreMainVerb	15	ट्रेन	RC1	23	c
# RC1 23 c	5	PreMainVerb	16	में	RC1	23	c
# RC1 23 c	6	MainVerb	17	गुम	RC1	23	c
# RC1 23 c	6	MainVerb	18	हो	RC1	23	c
# RC1 23 c	6	MainVerb	19	गयी	RC1	23	c
# RC1 23 c	6	MainVerb	20	।	RC1	23	c
# RC1 23 d	0	NP1	0	वह	RC1	23	d
# RC1 23 d	0	NP1	1	बड़ी	RC1	23	d
# RC1 23 d	0	NP1	2	अटैची	RC1	23	d
# RC1 23 d	0	NP1	3	,	RC1	23	d
# RC1 23 d	1	RCPn	4	जिसको	RC1	23	d
# RC1 23 d	2	PreRCVerb	5	एक	RC1	23	d
# RC1 23 d	2	PreRCVerb	6	झटके	RC1	23	d
# RC1 23 d	2	PreRCVerb	7	में	RC1	23	d
# RC1 23 d	3	RCVerb	8	उठा	RC1	23	d
# RC1 23 d	3	RCVerb	9	लिया	RC1	23	d
# RC1 23 d	3	RCVerb	10	था	RC1	23	d
# RC1 23 d	4	RCSubj	11	उस	RC1	23	d
# RC1 23 d	4	RCSubj	12	कुली	RC1	23	d
# RC1 23 d	4	RCSubj	13	ने	RC1	23	d
# RC1 23 d	4	RCSubj	14	,	RC1	23	d
# RC1 23 d	5	PreMainVerb	15	ट्रेन	RC1	23	d
# RC1 23 d	5	PreMainVerb	16	में	RC1	23	d
# RC1 23 d	6	MainVerb	17	गुम	RC1	23	d
# RC1 23 d	6	MainVerb	18	हो	RC1	23	d
# RC1 23 d	6	MainVerb	19	गयी	RC1	23	d
# RC1 23 d	6	MainVerb	20	।	RC1	23	d
# RC1 24 a	0	NP1	0	वह	RC1	24	a
# RC1 24 a	0	NP1	1	अध्यापक	RC1	24	a
# RC1 24 a	0	NP1	2	,	RC1	24	a
# RC1 24 a	1	RCPn	3	जिसने	RC1	24	a
# RC1 24 a	2	RCObj	4	किताबें	RC1	24	a
# RC1 24 a	3	PreRCVerb	5	पिछले	RC1	24	a
# RC1 24 a	3	PreRCVerb	6	साल	RC1	24	a
# RC1 24 a	4	PreRCVerb	7	गर्मियों	RC1	24	a
# RC1 24 a	4	PreRCVerb	8	में	RC1	24	a
# RC1 24 a	5	RCVerb	9	बेचीं	RC1	24	a
# RC1 24 a	5	RCVerb	10	थीं	RC1	24	a
# RC1 24 a	5	RCVerb	11	,	RC1	24	a
# RC1 24 a	6	PreMainVerb	12	बरेली	RC1	24	a
# RC1 24 a	6	PreMainVerb	13	का	RC1	24	a
# RC1 24 a	7	NONE	14	रहनेवाला	RC1	24	a
# RC1 24 a	8	MainVerb	15	है।	RC1	24	a
# RC1 24 b	0	NP1	0	वह	RC1	24	b
# RC1 24 b	0	NP1	1	अध्यापक	RC1	24	b
# RC1 24 b	0	NP1	2	,	RC1	24	b
# RC1 24 b	1	RCPn	3	जिसने	RC1	24	b
# RC1 24 b	2	PreRCVerb	4	पिछले	RC1	24	b
# RC1 24 b	2	PreRCVerb	5	साल	RC1	24	b
# RC1 24 b	3	PreRCVerb	6	गर्मियों	RC1	24	b
# RC1 24 b	3	PreRCVerb	7	में	RC1	24	b
# RC1 24 b	4	RCVerb	8	बेचीं	RC1	24	b
# RC1 24 b	4	RCVerb	9	थीं	RC1	24	b
# RC1 24 b	5	RCObj	10	किताबें	RC1	24	b
# RC1 24 b	5	RCObj	11	,	RC1	24	b
# RC1 24 b	6	PreMainVerb	12	बरेली	RC1	24	b
# RC1 24 b	6	PreMainVerb	13	का	RC1	24	b
# RC1 24 b	7	NONE	14	रहनेवाला	RC1	24	b
# RC1 24 b	8	MainVerb	15	है।	RC1	24	b
# RC1 24 c	0	NP1	0	वह	RC1	24	c
# RC1 24 c	0	NP1	1	किताबें	RC1	24	c
# RC1 24 c	0	NP1	2	,	RC1	24	c
# RC1 24 c	1	RCPn	3	जिनको	RC1	24	c
# RC1 24 c	2	RCSubj	4	उस	RC1	24	c
# RC1 24 c	2	RCSubj	5	अध्यापक	RC1	24	c
# RC1 24 c	2	RCSubj	6	ने	RC1	24	c
# RC1 24 c	3	PreRCVerb	7	पिछले	RC1	24	c
# RC1 24 c	3	PreRCVerb	8	साल	RC1	24	c
# RC1 24 c	4	PreRCVerb	9	गर्मियों	RC1	24	c
# RC1 24 c	4	PreRCVerb	10	में	RC1	24	c
# RC1 24 c	5	RCVerb	11	बेचा	RC1	24	c
# RC1 24 c	5	RCVerb	12	था	RC1	24	c
# RC1 24 c	5	RCVerb	13	,	RC1	24	c
# RC1 24 c	6	PreMainVerb	14	पुरानी	RC1	24	c
# RC1 24 c	7	MainVerb	15	हो	RC1	24	c
# RC1 24 c	7	MainVerb	16	रहीं	RC1	24	c
# RC1 24 c	7	MainVerb	17	थीं	RC1	24	c
# RC1 24 c	7	MainVerb	18	।	RC1	24	c
# RC1 24 d	0	NP1	0	वह	RC1	24	d
# RC1 24 d	0	NP1	1	किताबें	RC1	24	d
# RC1 24 d	0	NP1	2	,	RC1	24	d
# RC1 24 d	1	RCPn	3	जिनको	RC1	24	d
# RC1 24 d	2	PreRCVerb	4	पिछले	RC1	24	d
# RC1 24 d	2	PreRCVerb	5	साल	RC1	24	d
# RC1 24 d	3	PreRCVerb	6	गर्मियों	RC1	24	d
# RC1 24 d	3	PreRCVerb	7	में	RC1	24	d
# RC1 24 d	4	RCVerb	8	बेचा	RC1	24	d
# RC1 24 d	4	RCVerb	9	था	RC1	24	d
# RC1 24 d	5	RCSubj	10	उस	RC1	24	d
# RC1 24 d	5	RCSubj	11	अध्यापक	RC1	24	d
# RC1 24 d	5	RCSubj	12	ने	RC1	24	d
# RC1 24 d	5	RCSubj	13	,	RC1	24	d
# RC1 24 d	6	PreMainVerb	14	पुरानी	RC1	24	d
# RC1 24 d	7	MainVerb	15	हो	RC1	24	d
# RC1 24 d	7	MainVerb	16	रहीं	RC1	24	d
# RC1 24 d	7	MainVerb	17	थीं	RC1	24	d
# RC1 24 d	7	MainVerb	18	।	RC1	24	d
# RC2 1 a	0	RCPn	0	जो	RC2	1	a
# RC2 1 a	1	PreRCVerb	1	वहाँ	RC2	1	a
# RC2 1 a	2	RCVerb	2	खड़ा	RC2	1	a
# RC2 1 a	2	RCVerb	3	था	RC2	1	a
# RC2 1 a	2	RCVerb	4	,	RC2	1	a
# RC2 1 a	3	NP1	5	वह	RC2	1	a
# RC2 1 a	3	NP1	6	लड़का	RC2	1	a
# RC2 1 a	4	PreMainVerb	7	मेरे	RC2	1	a
# RC2 1 a	5	PreMainVerb	8	भाई	RC2	1	a
# RC2 1 a	5	PreMainVerb	9	का	RC2	1	a
# RC2 1 a	6	PreMainVerb	10	दोस्त	RC2	1	a
# RC2 1 a	7	MainVerb	11	था	RC2	1	a
# RC2 1 a	7	MainVerb	12	।	RC2	1	a
# RC2 1 b	0	RCPn	0	जो	RC2	1	b
# RC2 1 b	1	PreRCVerb1	1	कल	RC2	1	b
# RC2 1 b	1	PreRCVerb1	2	शाम	RC2	1	b
# RC2 1 b	2	PreRCVerb1	3	सूरज	RC2	1	b
# RC2 1 b	2	PreRCVerb1	4	ढलने	RC2	1	b
# RC2 1 b	2	PreRCVerb1	5	से	RC2	1	b
# RC2 1 b	2	PreRCVerb1	6	पहले	RC2	1	b
# RC2 1 b	3	PreRCVerb	7	वहाँ	RC2	1	b
# RC2 1 b	4	RCVerb	8	खड़ा	RC2	1	b
# RC2 1 b	4	RCVerb	9	था	RC2	1	b
# RC2 1 b	4	RCVerb	10	,	RC2	1	b
# RC2 1 b	5	NP1	11	वह	RC2	1	b
# RC2 1 b	5	NP1	12	लड़का	RC2	1	b
# RC2 1 b	6	PreMainVerb	13	मेरे	RC2	1	b
# RC2 1 b	7	PreMainVerb	14	भाई	RC2	1	b
# RC2 1 b	7	PreMainVerb	15	का	RC2	1	b
# RC2 1 b	8	PreMainVerb	16	दोस्त	RC2	1	b
# RC2 1 b	9	MainVerb	17	था	RC2	1	b
# RC2 1 b	9	MainVerb	18	।	RC2	1	b
# RC2 1 c	0	NP1	0	वह	RC2	1	c
# RC2 1 c	0	NP1	1	लड़का	RC2	1	c
# RC2 1 c	1	PreMainVerb	2	मेरे	RC2	1	c
# RC2 1 c	2	PreMainVerb	3	भाई	RC2	1	c
# RC2 1 c	2	PreMainVerb	4	का	RC2	1	c
# RC2 1 c	3	PreMainVerb	5	दोस्त	RC2	1	c
# RC2 1 c	4	MainVerb	6	था	RC2	1	c
# RC2 1 c	4	MainVerb	7	,	RC2	1	c
# RC2 1 c	5	RCPn	8	जिसने	RC2	1	c
# RC2 1 c	6	PreRCVerb	9	कल	RC2	1	c
# RC2 1 c	7	PreRCVerb	10	स्कूल	RC2	1	c
# RC2 1 c	7	PreRCVerb	11	में	RC2	1	c
# RC2 1 c	8	PreRCVerb	12	गाना	RC2	1	c
# RC2 1 c	9	RCVerb	13	गाया	RC2	1	c
# RC2 1 c	9	RCVerb	14	था	RC2	1	c
# RC2 1 c	9	RCVerb	15	।	RC2	1	c
# RC2 1 d	0	NP1	0	वह	RC2	1	d
# RC2 1 d	0	NP1	1	लड़का	RC2	1	d
# RC2 1 d	1	PreMainVerb1	2	कुछ	RC2	1	d
# RC2 1 d	1	PreMainVerb1	3	सालों	RC2	1	d
# RC2 1 d	1	PreMainVerb1	4	तक	RC2	1	d
# RC2 1 d	2	PreMainVerb	5	मेरे	RC2	1	d
# RC2 1 d	3	PreMainVerb	6	भाई	RC2	1	d
# RC2 1 d	3	PreMainVerb	7	का	RC2	1	d
# RC2 1 d	4	PreMainVerb	8	दोस्त	RC2	1	d
# RC2 1 d	5	MainVerb	9	था	RC2	1	d
# RC2 1 d	5	MainVerb	10	,	RC2	1	d
# RC2 1 d	6	RCPn	11	जिसने	RC2	1	d
# RC2 1 d	7	PreRCVerb	12	कल	RC2	1	d
# RC2 1 d	8	PreRCVerb	13	स्कूल	RC2	1	d
# RC2 1 d	8	PreRCVerb	14	में	RC2	1	d
# RC2 1 d	9	PreRCVerb	15	गाना	RC2	1	d
# RC2 1 d	10	RCVerb	16	गाया	RC2	1	d
# RC2 1 d	10	RCVerb	17	था	RC2	1	d
# RC2 1 d	10	RCVerb	18	।	RC2	1	d
# RC2 2 a	0	RCPn	0	जो	RC2	2	a
# RC2 2 a	1	PreRCVerb	1	वहाँ	RC2	2	a
# RC2 2 a	2	PreRCVerb	2	सब्ज़ी	RC2	2	a
# RC2 2 a	3	RCVerb	3	बेचता	RC2	2	a
# RC2 2 a	3	RCVerb	4	है	RC2	2	a
# RC2 2 a	3	RCVerb	5	,	RC2	2	a
# RC2 2 a	4	NP1	6	वह	RC2	2	a
# RC2 2 a	4	NP1	7	ठेलेवाला	RC2	2	a
# RC2 2 a	5	PreMainVerb	8	हमारे	RC2	2	a
# RC2 2 a	6	PreMainVerb	9	घर	RC2	2	a
# RC2 2 a	7	PreMainVerb	10	रोज़	RC2	2	a
# RC2 2 a	8	MainVerb	11	आता	RC2	2	a
# RC2 2 a	8	MainVerb	12	है	RC2	2	a
# RC2 2 a	8	MainVerb	13	।	RC2	2	a
# RC2 2 b	0	RCPn	0	जो	RC2	2	b
# RC2 2 b	1	PreRCVerb1	1	सोमवार	RC2	2	b
# RC2 2 b	1	PreRCVerb1	2	के	RC2	2	b
# RC2 2 b	1	PreRCVerb1	3	दिन	RC2	2	b
# RC2 2 b	2	PreRCVerb1	4	दोपहर	RC2	2	b
# RC2 2 b	2	PreRCVerb1	5	तीन	RC2	2	b
# RC2 2 b	2	PreRCVerb1	6	बजे	RC2	2	b
# RC2 2 b	3	PreRCVerb	7	वहाँ	RC2	2	b
# RC2 2 b	4	PreRCVerb	8	सब्ज़ी	RC2	2	b
# RC2 2 b	5	RCVerb	9	बेचता	RC2	2	b
# RC2 2 b	5	RCVerb	10	है	RC2	2	b
# RC2 2 b	5	RCVerb	11	,	RC2	2	b
# RC2 2 b	6	NP1	12	वह	RC2	2	b
# RC2 2 b	6	NP1	13	ठेलेवाला	RC2	2	b
# RC2 2 b	7	PreMainVerb	14	हमारे	RC2	2	b
# RC2 2 b	8	PreMainVerb	15	घर	RC2	2	b
# RC2 2 b	9	PreMainVerb	16	रोज़	RC2	2	b
# RC2 2 b	10	MainVerb	17	आता	RC2	2	b
# RC2 2 b	10	MainVerb	18	है	RC2	2	b
# RC2 2 b	10	MainVerb	19	।	RC2	2	b
# RC2 2 c	0	NP1	0	वह	RC2	2	c
# RC2 2 c	0	NP1	1	ठेलेवाला	RC2	2	c
# RC2 2 c	1	PreMainVerb	2	हमारे	RC2	2	c
# RC2 2 c	2	PreMainVerb	3	घर	RC2	2	c
# RC2 2 c	3	MainVerb	4	आता	RC2	2	c
# RC2 2 c	3	MainVerb	5	है	RC2	2	c
# RC2 2 c	3	MainVerb	6	,	RC2	2	c
# RC2 2 c	4	RCPn	7	जिसने	RC2	2	c
# RC2 2 c	5	PreRCVerb	8	आज	RC2	2	c
# RC2 2 c	6	PreRCVerb	9	बाज़ार	RC2	2	c
# RC2 2 c	6	PreRCVerb	10	में	RC2	2	c
# RC2 2 c	7	RCVerb	11	लड़ाई	RC2	2	c
# RC2 2 c	7	RCVerb	12	की।	RC2	2	c
# RC2 2 d	0	NP1	0	वह	RC2	2	d
# RC2 2 d	0	NP1	1	ठेलेवाला	RC2	2	d
# RC2 2 d	1	PreMainVerb1	2	सोमवार	RC2	2	d
# RC2 2 d	1	PreMainVerb1	3	के	RC2	2	d
# RC2 2 d	1	PreMainVerb1	4	दिन	RC2	2	d
# RC2 2 d	2	PreMainVerb1	5	दोपहर	RC2	2	d
# RC2 2 d	2	PreMainVerb1	6	तीन	RC2	2	d
# RC2 2 d	2	PreMainVerb1	7	बजे	RC2	2	d
# RC2 2 d	3	PreMainVerb	8	हमारे	RC2	2	d
# RC2 2 d	4	PreMainVerb	9	घर	RC2	2	d
# RC2 2 d	5	MainVerb	10	आता	RC2	2	d
# RC2 2 d	5	MainVerb	11	है	RC2	2	d
# RC2 2 d	5	MainVerb	12	,	RC2	2	d
# RC2 2 d	6	RCPn	13	जिसने	RC2	2	d
# RC2 2 d	7	PreRCVerb	14	आज	RC2	2	d
# RC2 2 d	8	PreRCVerb	15	बाज़ार	RC2	2	d
# RC2 2 d	8	PreRCVerb	16	में	RC2	2	d
# RC2 2 d	9	RCVerb	17	लड़ाई	RC2	2	d
# RC2 2 d	9	RCVerb	18	की।	RC2	2	d
# RC2 3 a	0	RCPn	0	जो	RC2	3	a
# RC2 3 a	1	PreRCVerb	1	जंगल	RC2	3	a
# RC2 3 a	1	PreRCVerb	2	में	RC2	3	a
# RC2 3 a	2	PreRCVerb	3	पेड़	RC2	3	a
# RC2 3 a	3	RCVerb	4	काट	RC2	3	a
# RC2 3 a	3	RCVerb	5	रहा	RC2	3	a
