Position	Word	Lemma	POS	Part	Item	Condition	Region	Round
7	که	که	CON	2	36	3	other	3
8	به	به	P	2	36	3	other	3
9	ضرر	None	N_SING	2	36	3	other	3
10	خودش	خودش	N_SING	2	36	3	other	3
11	تمام	تمام	ADJ	2	36	3	other	3
12	شد	کرد#کن	V_PA	2	36	3	other	3
13	.	.	DELM	2	36	3	other	3
1	مهدی	مهدی	N_SING	1	36	4	other	3
2	شهادت	شهادت	N_SING	1	36	4	other	3
3	نامه‌ای	نامه	N_SING	1	36	4	other	3
4	که	که	CON	1	36	4	other	3
5	به	به	P	1	36	4	other	3
6	ضرر	None	N_SING	1	36	4	other	3
7	خودش	خودش	N_SING	1	36	4	other	3
8	تمام	تمام	ADJ	1	36	4	other	3
9	شد	کرد#کن	V_PA	1	36	4	other	3
10	در	در	P	1	36	4	other	3
11	دادگاه	دادگاه	N_SING	1	36	4	other	3
12	نوشت	نوشت#نویس	V_PA	1	36	4	verb	3
13	و	و	CON	1	36	4	other	3
14	به	به	P	1	36	4	other	3
15	حبس	حبس	N_SING	1	36	4	other	3
16	ابد	بود#آ	N_SING	1	36	4	other	3
17	محکوم	محکوم	ADJ	1	36	4	other	3
18	شد	کرد#کن	V_PA	1	36	4	other	3
19	.	.	DELM	1	36	4	other	3
1	حامد	حامد	N_SING	2	33	3	other	3
2	چاره‌ای	چاره	N_SING	2	33	3	other	3
3	در	در	P	2	33	3	other	3
4	مورد	مورد	N_SING	2	33	3	other	3
5	مسئله	مسئله	N_SING	2	33	3	other	3
6	اندیشید	اندیشید#اندیش	V_PA	2	33	3	verb	3
7	که	که	CON	2	33	3	other	3
8	بسیار	بسیار	ADV	2	33	3	other	3
9	کارآمد	کارآمد	ADJ	2	33	3	other	3
10	بود	بود#باش	V_PA	2	33	3	other	3
11	.	.	DELM	2	33	3	other	3
1	حمید	حمید	N_SING	1	4	3	other	3
2	جوابی	جوابی	N_SING	1	4	3	other	3
3	از	از	P	1	4	3	other	3
4	مینا	مینا	N_SING	1	4	3	other	3
5	شنید	None	V_PA	1	4	3	verb	3
6	و	و	CON	1	4	3	other	3
7	شوکه	شوکه	ADJ	1	4	3	other	3
8	شد	کرد#کن	V_PA	1	4	3	other	3
9	.	.	DELM	1	4	3	other	3
1	من	من	PRO	1	10	4	other	3
2	پولی	پولی	N_SING	1	10	4	other	3
3	که	که	CON	1	10	4	other	3
4	بسیار	بسیار	ADV	1	10	4	other	3
5	ناچیز	ناچیز	ADJ	1	10	4	other	3
6	بود	بود#باش	V_PA	1	10	4	other	3
7	از	از	P	1	10	4	other	3
8	مهسا	مهسا	N_SING	1	10	4	other	3
9	گرفتم	گرفت#گیر	V_PA	1	10	4	verb	3
10	چون	چون	CON	1	10	4	other	3
11	کیفم	کیفم	N_SING	1	10	4	other	3
12	را	را	CLITIC	1	10	4	other	3
13	در	در	P	1	10	4	other	3
14	خانه	خانه	N_SING	1	10	4	other	3
15	جا	جا	N_SING	1	10	4	other	3
16	گذاشته	گذاشت#گذار	V_PP	1	10	4	other	3
17	بودم	بود	V_PA	1	10	4	other	3
18	.	.	DELM	1	10	4	other	3
1	حسن	حسن	N_SING	2	5	3	other	3
2	داستانی	داستان	N_SING	2	5	3	other	3
3	از	از	P	2	5	3	other	3
4	همسایه‌اش	همسایه‌اش	N_SING	2	5	3	other	3
5	شنید	None	V_PA	2	5	3	verb	3
6	و	و	CON	2	5	3	other	3
7	ﻧﻤﯽﺩﺍﻧﺴﺖ	ﻧﻤﯽﺩﺍﻧﺴﺖ	ADV	2	5	3	other	3
8	باید	بایست#باید	V_AUX	2	5	3	other	3
9	آن	آن	PRO	2	5	3	other	3
10	را	را	CLITIC	2	5	3	other	3
11	باور	باور	N_SING	2	5	3	other	3
12	کند	کرد#کن	V_SUB	2	5	3	other	3
13	یا	یا	CON	2	5	3	other	3
14	.	.	DELM	2	5	3	other	3
1	شبنم	شبنم	N_SING	2	19	2	other	3
2	پیشنهادی	پیشنهادی	N_SING	2	19	2	other	3
3	به	به	P	2	19	2	other	3
4	پسرخاله‌ی	پسرخاله	N_SING	2	19	2	other	3
5	دوست	دوست	N_SING	2	19	2	other	3
6	من	من	PRO	2	19	2	other	3
7	کرد	کرد#کن	V_PA	2	19	2	verb	3
8	که	که	CON	2	19	2	other	3
9	غیر	غیر	ADV_NEG	2	19	2	other	3
10	منتظره	منتظره	ADJ	2	19	2	other	3
11	بود	بود#باش	V_PA	2	19	2	other	3
12	.	.	DELM	2	19	2	other	3
1	بهنام	None	N_SING	1	20	2	other	3
2	راهنمایی	راهنمایی	N_SING	1	20	2	other	3
3	که	که	CON	1	20	2	other	3
4	دنبالش	دنبالش	N_SING	1	20	2	other	3
5	بودم	بود	V_PA	1	20	2	other	3
6	را	را	CLITIC	1	20	2	other	3
7	به	به	P	1	20	2	other	3
8	من	من	PRO	1	20	2	other	3
9	کرد	کرد#کن	V_PA	1	20	2	verb	3
10	و	و	CON	1	20	2	other	3
11	باعث	باعث	N_SING	1	20	2	other	3
12	شد	کرد#کن	V_PA	1	20	2	other	3
13	بتوانم	None	V_SUB	1	20	2	other	3
14	تصمیم	تصمیم	N_SING	1	20	2	other	3
15	نهایی	نهایی	ADJ	1	20	2	other	3
16	را	را	CLITIC	1	20	2	other	3
17	بگیرم	گرفت#گیر	V_SUB	1	20	2	other	3
18	.	.	DELM	1	20	2	other	3
1	نیما	None	N_SING	2	22	2	other	3
2	سفارشی	سفارشی	N_SING	2	22	2	other	3
3	به	به	P	2	22	2	other	3
4	شوهر	شوهر	N_SING	2	22	2	other	3
5	خواهر	None	N_SING	2	22	2	other	3
6	بزرگش	بزرگش	N_SING	2	22	2	other	3
7	کرد	کرد#کن	V_PA	2	22	2	verb	3
8	تا	تا	CON	2	22	2	other	3
9	مراقب	مراقب	ADJ	2	22	2	other	3
10	خواهرش	خواهرش	N_SING	2	22	2	other	3
11	باشد	بود#باش	V_SUB	2	22	2	other	3
12	.	.	DELM	2	22	2	other	3
1	الهام	None	N_SING	2	11	1	other	3
2	عطری	عطر	ADJ	2	11	1	other	3
3	به	به	P	2	11	1	other	3
4	لباسش	لباسش	N_SING	2	11	1	other	3
5	زد	زد#زن	V_PA	2	11	1	verb	3
6	که	که	CON	2	11	1	other	3
7	توجه	توجه	N_SING	2	11	1	other	3
8	همه	همه	PRO	2	11	1	other	3
9	را	را	CLITIC	2	11	1	other	3
10	جلب	جلب	N_SING	2	11	1	other	3
11	کرده	کرد#کن	V_PP	2	11	1	other	3
12	بود	بود#باش	V_PA	2	11	1	other	3
13	.	.	DELM	2	11	1	other	3
1	نازنین	نازنین	N_SING	1	35	1	other	3
2	تصمیمی	تصمیم	N_SING	1	35	1	other	3
3	در	در	P	1	35	1	other	3
4	مورد	مورد	N_SING	1	35	1	other	3
5	خودش	خودش	N_SING	1	35	1	other	3
6	گرفت	گرفت#گیر	V_PA	1	35	1	verb	3
7	و	و	CON	1	35	1	other	3
8	همه‌ی	همه‌ی	PRO	1	35	1	other	3
9	تلاشش	تلاشش	N_SING	1	35	1	other	3
10	را	را	CLITIC	1	35	1	other	3
11	به	به	P	1	35	1	other	3
12	کار	کار	N_SING	1	35	1	other	3
13	بست	بست	V_PA	1	35	1	other	3
14	تا	تا	CON	1	35	1	other	3
15	آن	آن	PRO	1	35	1	other	3
16	را	را	CLITIC	1	35	1	other	3
17	اجرا	اجرا	N_SING	1	35	1	other	3
18	کند	کرد#کن	V_SUB	1	35	1	other	3
19	.	.	DELM	1	35	1	other	3
1	علی	علی	N_SING	2	2	4	other	3
2	شکلاتی	شکلاتی	N_SING	2	2	4	other	3
3	برای	برای	P	2	2	4	other	3
4	جشن	جشن	N_SING	2	2	4	other	3
5	تولد	تولد	N_SING	2	2	4	other	3
6	من	من	PRO	2	2	4	other	3
7	خرید	خرید	V_PA	2	2	4	verb	3
8	که	که	CON	2	2	4	other	3
9	مزه‌اش	مزه‌اش	N_SING	2	2	4	other	3
10	حرف	حرف	N_SING	2	2	4	other	3
11	نداشت	داشت#دار	V_PA	2	2	4	other	3
12	.	.	DELM	2	2	4	other	3
1	نیما	None	N_SING	1	22	4	other	3
2	امانتی	امانتی	N_SING	1	22	4	other	3
3	که	که	CON	1	22	4	other	3
4	بسیار	بسیار	ADV	1	22	4	other	3
5	حیاتی	حیاتی	ADJ	1	22	4	other	3
6	بود	بود#باش	V_PA	1	22	4	other	3
7	به	به	P	1	22	4	other	3
8	من	من	PRO	1	22	4	other	3
9	سپرد	None	V_PA	1	22	4	verb	3
10	و	و	CON	1	22	4	other	3
11	از	از	P	1	22	4	other	3
12	من	من	PRO	1	22	4	other	3
13	خواست	خواست#خواه	V_PA	1	22	4	other	3
14	تا	تا	CON	1	22	4	other	3
15	آن	آن	PRO	1	22	4	other	3
16	را	را	CLITIC	1	22	4	other	3
17	به	به	P	1	22	4	other	3
18	دست	دست	N_SING	1	22	4	other	3
19	خواهرش	خواهرش	N_SING	1	22	4	other	3
20	برسانم	رسانمت#رسان	V_SUB	1	22	4	other	3
21	.	.	DELM	1	22	4	other	3
1	فرزاد	فرزاد	N_SING	2	16	1	other	3
2	حرفی	حرف	N_SING	2	16	1	other	3
3	به	به	P	2	16	1	other	3
4	من	من	PRO	2	16	1	other	3
5	زد	زد#زن	V_PA	2	16	1	verb	3
6	که	که	CON	2	16	1	other	3
7	خیلی	خیلی	ADV	2	16	1	other	3
8	جا	جا	N_SING	2	16	1	other	3
9	خوردم	None	V_PA	2	16	1	other	3
10	.	.	DELM	2	16	1	other	3
1	م	من	PRO	1	10	1	other	3
2	ن	نو	P	1	10	1	other	3
3	خواهشی	خواهش	N_SING	1	10	1	other	3
4	از	از	P	1	10	1	other	3
5	مهسا	مهسا	N_SING	1	10	1	other	3
6	کردم	کرد#کن	V_PA	1	10	1	verb	3
7	اما	اما	CON	1	10	1	other	3
8	او	او	PRO	1	10	1	other	3
9	آن	آن	PRO	1	10	1	other	3
10	را	را	CLITIC	1	10	1	other	3
11	رد	رد	N_SING	1	10	1	other	3
12	کرد	کرد#کن	V_PA	1	10	1	other	3
13	.	.	DELM	1	10	1	other	3
1	من	من	PRO	1	10	2	other	3
2	خواهشی	خواهش	N_SING	1	10	2	other	3
3	که	که	CON	1	10	2	other	3
4	بسیار	بسیار	ADV	1	10	2	other	3
5	ناچیز	ناچیز	ADJ	1	10	2	other	3
6	بود	بود#باش	V_PA	1	10	2	other	3
7	از	از	P	1	10	2	other	3
8	مهسا	مهسا	N_SING	1	10	2	other	3
9	کردم	کرد#کن	V_PA	1	10	2	verb	3
10	اما	اما	CON	1	10	2	other	3
11	او	او	PRO	1	10	2	other	3
12	آن	آن	PRO	1	10	2	other	3
13	را	را	CLITIC	1	10	2	other	3
14	رد	رد	N_SING	1	10	2	other	3
15	کرد	کرد#کن	V_PA	1	10	2	other	3
16	.	.	DELM	1	10	2	other	3
1	محسن	محسن	N_SING	2	12	2	other	3
2	اتهامی	اتهامی	N_SING	2	12	2	other	3
3	به	به	P	2	12	2	other	3
4	خواهرزاده‌ی	خواهراده	N_SING	2	12	2	other	3
5	هم	هم	CON	2	12	2	other	3
6	اتاقی	اتاقی	N_SING	2	12	2	other	3
7	من	من	PRO	2	12	2	other	3
8	زد	زد#زن	V_PA	2	12	2	verb	3
9	اما	اما	CON	2	12	2	other	3
10	نتوانست	توانست#توان	V_PA	2	12	2	other	3
11	آن	آن	PRO	2	12	2	other	3
12	را	را	CLITIC	2	12	2	other	3
13	اثبات	اثبات	N_SING	2	12	2	other	3
14	کند	کرد#کن	V_SUB	2	12	2	other	3
15	.	.	DELM	2	12	2	other	3
1	استاد	استاد	N_SING	2	28	2	other	3
2	صحبتی	صحبتی	N_SING	2	28	2	other	3
3	با	با	P	2	28	2	other	3
4	شاگرد	شاگرد	N_SING	2	28	2	other	3
5	قدیمی	قدیمی	ADJ	2	28	2	other	3
6	خود	خود	PRO	2	28	2	other	3
7	کرد	کرد#کن	V_PA	2	28	2	verb	3
8	که	که	CON	2	28	2	other	3
9	بسیار	بسیار	ADV	2	28	2	other	3
10	در	در	P	2	28	2	other	3
11	او	او	PRO	2	28	2	other	3
12	اثر	اثر	N_SING	2	28	2	other	3
13	گذاشت	گذاشت#گذار	V_PA	2	28	2	other	3
14	.	.	DELM	2	28	2	other	3
1	فرزاد	فرزاد	N_SING	2	16	2	other	3
2	حرفی	حرف	N_SING	2	16	2	other	3
3	به	به	P	2	16	2	other	3
4	استاد	استاد	N_SING	2	16	2	other	3
5	زبان	زبان	N_SING	2	16	2	other	3
6	من	من	PRO	2	16	2	other	3
7	زد	زد#زن	V_PA	2	16	2	verb	3
8	که	که	CON	2	16	2	other	3
9	خیلی	خیلی	ADV	2	16	2	other	3
10	جا	جا	N_SING	2	16	2	other	3
11	خوردم	None	V_PA	2	16	2	other	3
12	.	.	DELM	2	16	2	other	3
1	پژمان	پژمان	N_SING	1	31	2	other	3
2	قضاوتی	قضاوتی	N_SING	1	31	2	other	3
3	که	که	CON	1	31	2	other	3
4	اصلا	اصلاً	ADV	1	31	2	other	3
5	منصفانه	منصفانه	ADJ	1	31	2	other	3
6	نبود	بود#باش	V_PA	1	31	2	other	3
7	در	در	P	1	31	2	other	3
8	مورد	مورد	N_SING	1	31	2	other	3
9	من	من	PRO	1	31	2	other	3
10	کرد	کرد#کن	V_PA	1	31	2	verb	3
11	اما	اما	CON	1	31	2	other	3
12	متوجه	متوجه	N_SING	1	31	2	other	3
13	اشتباهش	اشتباهش	N_SING	1	31	2	other	3
14	شد	کرد#کن	V_PA	1	31	2	other	3
15	.	.	DELM	1	31	2	other	3
1	معلمم	معلمم	N_SING	1	17	4	other	3
2	درسی	درسی	N_SING	1	17	4	other	3
3	که	که	CON	1	17	4	other	3
4	بسیار	بسیار	ADV	1	17	4	other	3
5	مفید	مفید	ADJ	1	17	4	other	3
6	بود	بود#باش	V_PA	1	17	4	other	3
7	به	به	P	1	17	4	other	3
8	من	من	PRO	1	17	4	other	3
9	آموخت	آموخت	V_PA	1	17	4	verb	3
10	و	و	CON	1	17	4	other	3
11	من	من	PRO	1	17	4	other	3
12	هرگز	هرگز	ADV_NEG	1	17	4	other	3
13	آن	آن	PRO	1	17	4	other	3
14	را	را	CLITIC	1	17	4	other	3
15	فراموش	فراموش	ADJ	1	17	4	other	3
16	نمی‌کنم	کرد#کن	V_PRS	1	17	4	other	3
17	.	.	DELM	1	17	4	other	3
1	من	من	PRO	2	30	2	other	3
2	حدسی	حدسی	N_SING	2	30	2	other	3
3	در	در	P	2	30	2	other	3
4	مورد	مورد	N_SING	2	30	2	other	3
5	گذشته‌ی	گذشته	N_SING	2	30	2	other	3
6	مبهم	مبهم	ADJ	2	30	2	other	3
7	ستاره	ستاره	N_SING	2	30	2	other	3
8	زدم	None	V_PA	2	30	2	verb	3
9	که	که	CON	2	30	2	other	3
10	اشتباه	اشتباه	N_SING	2	30	2	other	3
11	از	از	P	2	30	2	other	3
12	آب	آب	N_SING	2	30	2	other	3
13	درآمد	درآمد	N_SING	2	30	2	other	3
14	.	.	DELM	2	30	2	other	3
1	کاوه	کاوه	N_SING	2	32	4	other	3
2	واقعیتی	None	N_SING	2	32	4	other	3
3	در	در	P	2	32	4	other	3
4	مورد	مورد	N_SING	2	32	4	other	3
5	خواهر	None	N_SING	2	32	4	other	3
6	بزرگ	بزرگ	ADJ	2	32	4	other	3
7	پریسا	پریسا	N_SING	2	32	4	other	3
8	فهمید	None	V_PA	2	32	4	verb	3
9	که	که	CON	2	32	4	other	3
10	تا	تا	P	2	32	4	other	3
11	مدت	مدت	N_SING	2	32	4	other	3
12	ها	None	N_SING	2	32	4	other	3
13	شوکه	شوکه	ADJ	2	32	4	other	3
14	بود	بود#باش	V_PA	2	32	4	other	3
15	.	.	DELM	2	32	4	other	3
1	پژمان	پژمان	N_SING	1	31	3	other	3
2	خبری	None	N_SING	1	31	3	other	3
3	در	در	P	1	31	3	other	3
4	مورد	مورد	N_SING	1	31	3	other	3
5	من	من	PRO	1	31	3	other	3
6	شنید	None	V_PA	1	31	3	verb	3
7	اما	اما	CON	1	31	3	other	3
8	آن	آن	PRO	1	31	3	other	3
9	را	را	CLITIC	1	31	3	other	3
10	باور	باور	N_SING	1	31	3	other	3
11	نکرد	کرد#کن	V_PA	1	31	3	other	3
12	.	.	DELM	1	31	3	other	3
1	همسایه‌ام	همسایه‌ام	ADV	1	21	1	other	3
2	تذکری	تذکری	N_SING	1	21	1	other	3
3	به	به	P	1	21	1	other	3
4	دوستم	دوستم	N_SING	1	21	1	other	3
5	داد	داد#ده	V_PA	1	21	1	verb	3
6	و	و	CON	1	21	1	other	3
7	از	از	P	1	21	1	other	3
8	او	او	PRO	1	21	1	other	3
9	خواست	خواست#خواه	V_PA	1	21	1	other	3
10	کمتر	کم	ADJ_CMPR	1	21	1	other	3
11	سیگار	سیگار	N_SING	1	21	1	other	3
12	بکشد	کشید#کش	V_SUB	1	21	1	other	3
13	.	.	DELM	1	21	1	other	3
1	آدم	آدم	N_SING	1	23	4	other	3
2	رباها	ربا	N_PL	1	23	4	other	3
3	اخطاری	خطر	N_SING	1	23	4	other	3
4	که	که	CON	1	23	4	other	3
5	بسیار	بسیار	ADV	1	23	4	other	3
6	جدی	جدی	ADJ	1	23	4	other	3
7	بود	بود#باش	V_PA	1	23	4	other	3
8	به	به	P	1	23	4	other	3
9	من	من	PRO	1	23	4	other	3
10	فرستادند	None	V_PA	1	23	4	verb	3
11	و	و	CON	1	23	4	other	3
12	از	از	P	1	23	4	other	3
13	من	من	PRO	1	23	4	other	3
14	خواستند	خواست#خواه	V_PA	1	23	4	other	3
15	تا	تا	CON	1	23	4	other	3
16	پول	پول	N_SING	1	23	4	other	3
17	را	را	CLITIC	1	23	4	other	3
18	هرچه	هرچه	ADV	1	23	4	other	3
19	زودتر	زود	ADJ_CMPR	1	23	4	other	3
20	آماده	آماده	ADJ	1	23	4	other	3
21	کنم	کرد#کن	V_SUB	1	23	4	other	3
22	وگرنه	وگرنه	CON	1	23	4	other	3
23	پسرم	پسرم	N_SING	1	23	4	other	3
24	را	را	CLITIC	1	23	4	other	3
25	می‌کشند	کشید#کش	V_PRS	1	23	4	other	3
26	.	.	DELM	1	23	4	other	3
1	میترا	میترا	N_SING	2	25	1	other	3
2	دروغی	دروغی	N_SING	2	25	1	other	3
3	به	به	P	2	25	1	other	3
4	من	من	PRO	2	25	1	other	3
5	گفت	گفت#گو	V_PA	2	25	1	verb	3
6	که	که	CON	2	25	1	other	3
7	هرگز	هرگز	ADV_NEG	2	25	1	other	3
8	او	او	PRO	2	25	1	other	3
9	را	را	CLITIC	2	25	1	other	3
10	نمی‌بخشم	None	V_PRS	2	25	1	other	3
11	.	.	DELM	2	25	1	other	3
1	رضا	رضا	N_SING	2	13	2	other	3
2	لبخندی	None	N_SING	2	13	2	other	3
3	به	به	P	2	13	2	other	3
4	پدر	پدر	N_SING	2	13	2	other	3
5	بیمار	بیمار	N_SING	2	13	2	other	3
6	من	من	PRO	2	13	2	other	3
7	زد	زد#زن	V_PA	2	13	2	verb	3
8	که	که	CON	2	13	2	other	3
9	هرگز	هرگز	ADV_NEG	2	13	2	other	3
10	از	از	P	2	13	2	other	3
11	یاد	یاد	N_SING	2	13	2	other	3
12	نمی‌برم	دید#بر	V_PRS	2	13	2	other	3
13	.	.	DELM	2	13	2	other	3
1	الهام	None	N_SING	1	11	4	other	3
2	سنجاقی	سنجاقی	N_SING	1	11	4	other	3
3	که	که	CON	1	11	4	other	3
4	هدیه	هدیه	N_SING	1	11	4	other	3
5	تولدش	تولدش	N_SING	1	11	4	other	3
6	بود	بود#باش	V_PA	1	11	4	other	3
7	را	را	CLITIC	1	11	4	other	3
8	به	به	P	1	11	4	other	3
9	لباسش	لباسش	N_SING	1	11	4	other	3
10	آویخت	آویخت	V_PA	1	11	4	verb	3
11	که	که	CON	1	11	4	other	3
12	خیلی	خیلی	ADV	1	11	4	other	3
13	با	با	P	1	11	4	other	3
14	لباسش	لباسش	N_SING	1	11	4	other	3
15	هماهنگ	هماهنگ	ADJ	1	11	4	other	3
16	بود	بود#باش	V_PA	1	11	4	other	3
17	.	.	DELM	1	11	4	other	3
1	بهنام	None	N_SING	1	20	1	other	3
2	راهنمایی	راهنمایی	N_SING	1	20	1	other	3
3	به	به	P	1	20	1	other	3
4	من	من	PRO	1	20	1	other	3
5	کرد	کرد#کن	V_PA	1	20	1	verb	3
6	و	و	CON	1	20	1	other	3
7	باعث	باعث	N_SING	1	20	1	other	3
8	شد	کرد#کن	V_PA	1	20	1	other	3
9	بتوانم	None	V_SUB	1	20	1	other	3
10	تصمیم	تصمیم	N_SING	1	20	1	other	3
11	نهایی	نهایی	ADJ	1	20	1	other	3
12	را	را	CLITIC	1	20	1	other	3
13	بگیرم	گرفت#گیر	V_SUB	1	20	1	other	3
14	.	.	DELM	1	20	1	other	3
1	سینا	سینا	N_SING	1	29	1	other	3
2	قراری	قراری	N_SING	1	29	1	other	3
3	با	با	P	1	29	1	other	3
4	ندا	ندا	N_SING	1	29	1	other	3
5	گذاشت	گذاشت#گذار	V_PA	1	29	1	verb	3
6	اما	اما	CON	1	29	1	other	3
7	او	او	PRO	1	29	1	other	3
8	سر	سر	N_SING	1	29	1	other	3
9	قرار	قرار	N_SING	1	29	1	other	3
10	نیامد	None	V_PA	1	29	1	other	3
11	.	.	DELM	1	29	1	other	3
1	مژگان	مژگان	N_SING	1	14	4	other	3
2	هدیه‌ای	هدیه	N_SING	1	14	4	other	3
3	که	که	CON	1	14	4	other	3
4	برایم	رسید#را	V_SUB	1	14	4	other	3
5	باورنکردنی	باورنکردنی	ADJ	1	14	4	other	3
6	بود	بود#باش	V_PA	1	14	4	other	3
7	به	به	P	1	14	4	other	3
8	من	من	PRO	1	14	4	other	3
9	داد	داد#ده	V_PA	1	14	4	verb	3
10	و	و	CON	1	14	4	other	3
11	من	من	PRO	1	14	4	other	3
12	حسابی	حسابی	ADV	1	14	4	other	3
13	ذوق	ذوق	N_SING	1	14	4	other	3
14	زده	زد#زن	V_PP	1	14	4	other	3
15	شدم	کرد#کن	V_PA	1	14	4	other	3
16	.	.	DELM	1	14	4	other	3
1	معلمم	معلمم	N_SING	1	17	2	other	3
2	توصیه‌ای	توصیه	N_SING	1	17	2	other	3
3	که	که	CON	1	17	2	other	3
4	بسیار	بسیار	ADV	1	17	2	other	3
5	مفید	مفید	ADJ	1	17	2	other	3
6	بود	بود#باش	V_PA	1	17	2	other	3
7	به	به	P	1	17	2	other	3
8	من	من	PRO	1	17	2	other	3
9	کرد	کرد#کن	V_PA	1	17	2	verb	3
10	و	و	CON	1	17	2	other	3
11	من	من	PRO	1	17	2	other	3
12	سعی	سعی	N_SING	1	17	2	other	3
13	کردم	کرد#کن	V_PA	1	17	2	other	3
14	آن	آن	PRO	1	17	2	other	3
15	را	را	CLITIC	1	17	2	other	3
16	به	به	P	1	17	2	other	3
17	کار	کار	N_SING	1	17	2	other	3
18	ببندم	بد#بن	V_SUB	1	17	2	other	3
19	.	.	DELM	1	17	2	other	3
1	استاد	استاد	N_SING	2	28	3	other	3
2	قطعه‌ای	قطعه	N_SING	2	28	3	other	3
3	با	با	P	2	28	3	other	3
4	شاگردش	شاگردش	N_SING	2	28	3	other	3
5	نواخت	نواخت#نواز	V_PA	2	28	3	verb	3
6	که	که	CON	2	28	3	other	3
7	بسیار	بسیار	ADV	2	28	3	other	3
8	برایم	رسید#را	V_SUB	2	28	3	other	3
9	خاطره	خاطره	N_SING	2	28	3	other	3
10	انگیز	انگیز	ADJ	2	28	3	other	3
11	بود	بود#باش	V_PA	2	28	3	other	3
12	.	.	DELM	2	28	3	other	3
1	نازنین	نازنین	N_SING	1	35	2	other	3
2	تصمیمی	تصمیم	N_SING	1	35	2	other	3
3	که	که	CON	1	35	2	other	3
4	بسیار	بسیار	ADV	1	35	2	other	3
5	تلخ	تلخ	ADJ	1	35	2	other	3
6	بود	بود#باش	V_PA	1	35	2	other	3
7	در	در	P	1	35	2	other	3
8	مورد	مورد	N_SING	1	35	2	other	3
9	خودش	خودش	N_SING	1	35	2	other	3
10	گرفت	گرفت#گیر	V_PA	1	35	2	verb	3
11	و	و	CON	1	35	2	other	3
12	همه‌ی	همه‌ی	PRO	1	35	2	other	3
13	تلاشش	تلاشش	N_SING	1	35	2	other	3
14	را	را	CLITIC	1	35	2	other	3
15	به	به	P	1	35	2	other	3
16	کار	کار	N_SING	1	35	2	other	3
17	بست	بست	V_PA	1	35	2	other	3
18	تا	تا	CON	1	35	2	other	3
19	آن	آن	PRO	1	35	2	other	3
20	را	را	CLITIC	1	35	2	other	3
21	اجرا	اجرا	N_SING	1	35	2	other	3
22	کند	کرد#کن	V_SUB	1	35	2	other	3
23	.	.	DELM	1	35	2	other	3
1	کوروش	کوروش	N_SING	2	18	4	other	3
2	نکته‌ای	نکته	N_SING	2	18	4	other	3
3	به	به	P	2	18	4	other	3
4	برادر	برادر	N_SING	2	18	4	other	3
5	افسرده‌ی	افسرده	N_SING	2	18	4	other	3
6	من	من	PRO	2	18	4	other	3
7	فهماند	فهماند	V_PA	2	18	4	verb	3
8	که	که	CON	2	18	4	other	3
9	خیلی	خیلی	ADV	2	18	4	other	3
10	به	به	P	2	18	4	other	3
11	جا	جا	N_SING	2	18	4	other	3
12	بود	بود#باش	V_PA	2	18	4	other	3
13	.	.	DELM	2	18	4	other	3
1	مهدی	مهدی	N_SING	2	36	2	other	3
2	اعترافی	اعترافی	N_SING	2	36	2	other	3
3	در	در	P	2	36	2	other	3
4	دادگاه	دادگاه	N_SING	2	36	2	other	3
5	علنی	None	ADJ	2	36	2	other	3
6	دیروز	دیروز	ADV_TIME	2	36	2	other	3
7	کرد	کرد#کن	V_PA	2	36	2	verb	3
8	که	که	CON	2	36	2	other	3
9	به	به	P	2	36	2	other	3
10	ضرر	None	N_SING	2	36	2	other	3
11	خودش	خودش	N_SING	2	36	2	other	3
12	تمام	تمام	ADJ	2	36	2	other	3
13	شد	کرد#کن	V_PA	2	36	2	other	3
14	.	.	DELM	2	36	2	other	3
1	نیلوفر	نیلوفر	N_SING	1	26	1	other	3
2	پیشرفتی	پیشرفتی	N_SING	1	26	1	other	3
3	در	در	P	1	26	1	other	3
4	مدرسه	مدرسه	N_SING	1	26	1	other	3
5	کرد	کرد#کن	V_PA	1	26	1	verb	3
6	و	و	CON	1	26	1	other	3
7	از	از	P	1	26	1	other	3
8	معلمش	معلمش	N_SING	1	26	1	other	3
9	جایزه	جایزه	N_SING	1	26	1	other	3
10	گرفت	گرفت#گیر	V_PA	1	26	1	other	3
11	.	.	DELM	1	26	1	other	3
1	کوروش	کوروش	N_SING	2	18	2	other	3
2	نصیحتی	نصیحتی	N_SING	2	18	2	other	3
3	به	به	P	2	18	2	other	3
4	برادر	برادر	N_SING	2	18	2	other	3
5	افسرده‌ی	افسرده	N_SING	2	18	2	other	3
6	من	من	PRO	2	18	2	other	3
7	کرد	کرد#کن	V_PA	2	18	2	verb	3
8	که	که	CON	2	18	2	other	3
9	خیلی	خیلی	ADV	2	18	2	other	3
10	به	به	P	2	18	2	other	3
11	جا	جا	N_SING	2	18	2	other	3
12	بود	بود#باش	V_PA	2	18	2	other	3
13	.	.	DELM	2	18	2	other	3
1	نیلوفر	نیلوفر	N_SING	2	26	3	other	3
2	انشایی	انشایی	N_SING	2	26	3	other	3
3	در	در	P	2	26	3	other	3
4	مدرسه	مدرسه	N_SING	2	26	3	other	3
5	خواند	خواند#خوان	V_PA	2	26	3	verb	3
6	که	که	CON	2	26	3	other	3
7	همه	همه	PRO	2	26	3	other	3
8	را	را	CLITIC	2	26	3	other	3
9	تحت	تحت	P	2	26	3	other	3
10	تاثیر	None	N_SING	2	26	3	other	3
