Position	Word	Lemma	POS	Part	Item	Condition	Region	Round
5	تلخ	تلخ	ADJ	1	35	4	other	0
6	بود	بود#باش	V_PA	1	35	4	other	0
7	در	در	P	1	35	4	other	0
8	مورد	مورد	N_SING	1	35	4	other	0
9	خودش	خودش	N_SING	1	35	4	other	0
10	فهمید	None	V_PA	1	35	4	verb	0
11	و	و	CON	1	35	4	other	0
12	فکرش	فکرش	ADV	1	35	4	other	0
13	حسابی	حسابی	ADV	1	35	4	other	0
14	مشغول	مشغول	ADJ	1	35	4	other	0
15	شد	کرد#کن	V_PA	1	35	4	other	0
16	.	.	DELM	1	35	4	other	0
1	سارا	None	N_SING	2	8	1	other	0
2	انتظاری	انتظار	N_SING	2	8	1	other	0
3	از	از	P	2	8	1	other	0
4	من	من	PRO	2	8	1	other	0
5	داشت	داشت#دار	V_PA	2	8	1	verb	0
6	که	که	CON	2	8	1	other	0
7	نمی‌توانست	توانست#توان	V_PA	2	8	1	other	0
8	برآورده	None	ADJ_INO	2	8	1	other	0
9	کند	کرد#کن	V_SUB	2	8	1	other	0
10	.	.	DELM	2	8	1	other	0
1	شبنم	شبنم	N_SING	1	19	1	other	0
2	پیشنهادی	پیشنهادی	N_SING	1	19	1	other	0
3	به	به	P	1	19	1	other	0
4	من	من	PRO	1	19	1	other	0
5	کرد	کرد#کن	V_PA	1	19	1	verb	0
6	و	و	CON	1	19	1	other	0
7	من	من	PRO	1	19	1	other	0
8	آن	آن	PRO	1	19	1	other	0
9	را	را	CLITIC	1	19	1	other	0
10	قبول	قبول	ADJ	1	19	1	other	0
11	کردم	کرد#کن	V_PA	1	19	1	other	0
12	.	.	DELM	1	19	1	other	0
1	حسین	حسین	N_SING	2	34	3	other	0
2	چیزی	چیز	N_SING	2	34	3	other	0
3	در	در	P	2	34	3	other	0
4	مورد	مورد	N_SING	2	34	3	other	0
5	همسرش	همسرش	N_SING	2	34	3	other	0
6	فهمید	None	V_PA	2	34	3	verb	0
7	که	که	CON	2	34	3	other	0
8	خواب	خواب	N_SING	2	34	3	other	0
9	را	را	CLITIC	2	34	3	other	0
10	از	از	P	2	34	3	other	0
11	چشمانش	چشمانش	N_PL	2	34	3	other	0
12	گرفته	گرفت#گیر	V_PP	2	34	3	other	0
13	بود	بود#باش	V_PA	2	34	3	other	0
14	.	.	DELM	2	34	3	other	0
1	نازنین	نازنین	N_SING	1	35	2	other	0
2	تصمیمی	تصمیم	N_SING	1	35	2	other	0
3	که	که	CON	1	35	2	other	0
4	بسیار	بسیار	ADV	1	35	2	other	0
5	تلخ	تلخ	ADJ	1	35	2	other	0
6	بود	بود#باش	V_PA	1	35	2	other	0
7	در	در	P	1	35	2	other	0
8	مورد	مورد	N_SING	1	35	2	other	0
9	خودش	خودش	N_SING	1	35	2	other	0
10	گرفت	گرفت#گیر	V_PA	1	35	2	verb	0
11	و	و	CON	1	35	2	other	0
12	همه‌ی	همه‌ی	PRO	1	35	2	other	0
13	تلاشش	تلاشش	N_SING	1	35	2	other	0
14	را	را	CLITIC	1	35	2	other	0
15	به	به	P	1	35	2	other	0
16	کار	کار	N_SING	1	35	2	other	0
17	بست	بست	V_PA	1	35	2	other	0
18	تا	تا	CON	1	35	2	other	0
19	آن	آن	PRO	1	35	2	other	0
20	را	را	CLITIC	1	35	2	other	0
21	اجرا	اجرا	N_SING	1	35	2	other	0
22	کند	کرد#کن	V_SUB	1	35	2	other	0
23	.	.	DELM	1	35	2	other	0
1	نیما	None	N_SING	2	22	2	other	0
2	سفارشی	سفارشی	N_SING	2	22	2	other	0
3	به	به	P	2	22	2	other	0
4	شوهر	شوهر	N_SING	2	22	2	other	0
5	خواهر	None	N_SING	2	22	2	other	0
6	بزرگش	بزرگش	N_SING	2	22	2	other	0
7	کرد	کرد#کن	V_PA	2	22	2	verb	0
8	تا	تا	CON	2	22	2	other	0
9	مراقب	مراقب	ADJ	2	22	2	other	0
10	خواهرش	خواهرش	N_SING	2	22	2	other	0
11	باشد	بود#باش	V_SUB	2	22	2	other	0
12	.	.	DELM	2	22	2	other	0
1	خبرنگار	خبرنگار	N_SING	2	6	3	other	0
2	گزارشی	گزارش	ADJ	2	6	3	other	0
3	از	از	P	2	6	3	other	0
4	حرف‌های	حرف	N_PL	2	6	3	other	0
5	من	من	PRO	2	6	3	other	0
6	نوشت	نوشت#نویس	V_PA	2	6	3	verb	0
7	و	و	CON	2	6	3	other	0
8	آن	آن	PRO	2	6	3	other	0
9	را	را	CLITIC	2	6	3	other	0
10	در	در	P	2	6	3	other	0
11	روزنامه	روزنامه	N_SING	2	6	3	other	0
12	چاپ	چاپ	N_SING	2	6	3	other	0
13	کرد	کرد#کن	V_PA	2	6	3	other	0
14	.	.	DELM	2	6	3	other	0
1	معلمم	معلمم	N_SING	2	17	3	other	0
2	درسی	درسی	ADJ	2	17	3	other	0
3	به	به	P	2	17	3	other	0
4	من	من	PRO	2	17	3	other	0
5	آموخت	آموخت	V_PA	2	17	3	verb	0
6	که	که	CON	2	17	3	other	0
7	هرگز	هرگز	ADV_NEG	2	17	3	other	0
8	آن	آن	PRO	2	17	3	other	0
9	را	را	CLITIC	2	17	3	other	0
10	فراموش	فراموش	ADJ	2	17	3	other	0
11	نمی‌کنند	کرد#کن	V_PRS	2	17	3	other	0
12	.	.	DELM	2	17	3	other	0
1	مژگان	مژگان	N_SING	1	14	4	other	0
2	هدیه‌ای	هدیه	N_SING	1	14	4	other	0
3	که	که	CON	1	14	4	other	0
4	برایم	رسید#را	V_SUB	1	14	4	other	0
5	باورنکردنی	باورنکردنی	ADJ	1	14	4	other	0
6	بود	بود#باش	V_PA	1	14	4	other	0
7	به	به	P	1	14	4	other	0
8	من	من	PRO	1	14	4	other	0
9	داد	داد#ده	V_PA	1	14	4	verb	0
10	و	و	CON	1	14	4	other	0
11	من	من	PRO	1	14	4	other	0
12	حسابی	حسابی	ADV	1	14	4	other	0
13	ذوق	ذوق	N_SING	1	14	4	other	0
14	زده	زد#زن	V_PP	1	14	4	other	0
15	شدم	کرد#کن	V_PA	1	14	4	other	0
16	.	.	DELM	1	14	4	other	0
1	حامد	حامد	N_SING	2	33	3	other	0
2	چاره‌ای	چاره	N_SING	2	33	3	other	0
3	در	در	P	2	33	3	other	0
4	مورد	مورد	N_SING	2	33	3	other	0
5	مسئله	مسئله	N_SING	2	33	3	other	0
6	اندیشید	اندیشید#اندیش	V_PA	2	33	3	verb	0
7	که	که	CON	2	33	3	other	0
8	بسیار	بسیار	ADV	2	33	3	other	0
9	کارآمد	کارآمد	ADJ	2	33	3	other	0
10	بود	بود#باش	V_PA	2	33	3	other	0
11	.	.	DELM	2	33	3	other	0
1	حسین	حسین	N_SING	1	34	2	other	0
2	اشتباهی	اشتباه	N_SING	1	34	2	other	0
3	که	که	CON	1	34	2	other	0
4	بسیار	بسیار	ADV	1	34	2	other	0
5	بزرگ	بزرگ	ADJ	1	34	2	other	0
6	بود	بود#باش	V_PA	1	34	2	other	0
7	در	در	P	1	34	2	other	0
8	مورد	مورد	N_SING	1	34	2	other	0
9	همسرش	همسرش	N_SING	1	34	2	other	0
10	کرد	کرد#کن	V_PA	1	34	2	verb	0
11	و	و	CON	1	34	2	other	0
12	آن	آن	DET	1	34	2	other	0
13	اشتباه	اشتباه	N_SING	1	34	2	other	0
14	باعث	باعث	N_SING	1	34	2	other	0
15	جدایی	جدایی	N_SING	1	34	2	other	0
16	آن‌ها	آن	PRO	1	34	2	other	0
17	شد	کرد#کن	V_PA	1	34	2	other	0
18	.	.	DELM	1	34	2	other	0
1	همکارم	همکارم	N_SING	2	9	1	other	0
2	سهمی	سهمی	N_SING	2	9	1	other	0
3	از	از	P	2	9	1	other	0
4	شرکت	شرکت	N_SING	2	9	1	other	0
5	برد	برد#بر	V_PA	2	9	1	verb	0
6	که	که	CON	2	9	1	other	0
7	اصلا	اصلاً	ADV	2	9	1	other	0
8	منصفانه	منصفانه	ADJ	2	9	1	other	0
9	نبود	بود#باش	V_PA	2	9	1	other	0
10	.	.	DELM	2	9	1	other	0
1	نازنین	نازنین	N_SING	2	35	3	other	0
2	واقعیتی	None	N_SING	2	35	3	other	0
3	در	در	P	2	35	3	other	0
4	مورد	مورد	N_SING	2	35	3	other	0
5	خودش	خودش	N_SING	2	35	3	other	0
6	فهمید	None	V_PA	2	35	3	verb	0
7	که	که	CON	2	35	3	other	0
8	فکرش	فکرش	N_SING	2	35	3	other	0
9	را	را	CLITIC	2	35	3	other	0
10	حسابی	حسابی	ADV	2	35	3	other	0
11	مشغول	مشغول	ADJ	2	35	3	other	0
12	کرد	کرد#کن	V_PA	2	35	3	other	0
13	.	.	DELM	2	35	3	other	0
1	فرهاد	فرهاد	N_SING	1	24	2	other	0
2	قولی	قولی	N_SING	1	24	2	other	0
3	که	که	CON	1	24	2	other	0
4	بسیار	بسیار	ADV	1	24	2	other	0
5	امیدبخش	امیدبخش	ADJ	1	24	2	other	0
6	بود	بود#باش	V_PA	1	24	2	other	0
7	به	به	P	1	24	2	other	0
8	من	من	PRO	1	24	2	other	0
9	داد	داد#ده	V_PA	1	24	2	verb	0
10	و	و	CON	1	24	2	other	0
11	دیگر	دیگر	ADV	1	24	2	other	0
12	خیالم	خیالم	ADV	1	24	2	other	0
13	راحت	راحت	ADJ	1	24	2	other	0
14	شد	کرد#کن	V_PA	1	24	2	other	0
15	.	.	DELM	1	24	2	other	0
1	همسایه‌ام	همسایه‌ام	ADV	1	21	3	other	0
2	دوایی	دوا	N_SING	1	21	3	other	0
3	به	به	P	1	21	3	other	0
4	دوستم	دوستم	N_SING	1	21	3	other	0
5	رساند	رساند#رسان	V_PA	1	21	3	verb	0
6	و	و	CON	1	21	3	other	0
7	جان	جان	N_SING	1	21	3	other	0
8	او	او	PRO	1	21	3	other	0
9	را	را	CLITIC	1	21	3	other	0
10	نجات	نجات	N_SING	1	21	3	other	0
11	داد	داد#ده	V_PA	1	21	3	other	0
12	.	.	DELM	1	21	3	other	0
1	همسرم	همسرم	PRO	2	15	4	other	0
2	شادی	شادی	N_SING	2	15	4	other	0
3	به	به	P	2	15	4	other	0
4	زندگی	زندگی	N_SING	2	15	4	other	0
5	کسالت	None	N_SING	2	15	4	other	0
6	بار	بار	N_SING	2	15	4	other	0
7	من	من	PRO	2	15	4	other	0
8	آورد	آورد#آور	V_PA	2	15	4	verb	0
9	که	که	CON	2	15	4	other	0
10	قابل	قابل	ADJ	2	15	4	other	0
11	وصف	وصف	N_SING	2	15	4	other	0
12	نبود	بود#باش	V_PA	2	15	4	other	0
13	.	.	DELM	2	15	4	other	0
1	کاوه	کاوه	N_SING	2	32	2	other	0
2	حسی	None	N_SING	2	32	2	other	0
3	در	در	P	2	32	2	other	0
4	مورد	مورد	N_SING	2	32	2	other	0
5	خواهر	None	N_SING	2	32	2	other	0
6	بزرگ	بزرگ	ADJ	2	32	2	other	0
7	پریسا	پریسا	N_SING	2	32	2	other	0
8	می‌کرد	کرد#کن	V_PA	2	32	2	verb	0
9	که	که	CON	2	32	2	other	0
10	برای	برای	P	2	32	2	other	0
11	خودش	خودش	N_SING	2	32	2	other	0
12	عجیب	عجیب	ADJ	2	32	2	other	0
13	بود	بود#باش	V_PA	2	32	2	other	0
14	.	.	DELM	2	32	2	other	0
1	مجید	مجید	N_SING	2	27	2	other	0
2	لطفی	لطفی	N_SING	2	27	2	other	0
3	به	به	P	2	27	2	other	0
4	برادر	برادر	N_SING	2	27	2	other	0
5	جوان	جوان	ADJ	2	27	2	other	0
6	من	من	PRO	2	27	2	other	0
7	کرد	کرد#کن	V_PA	2	27	2	verb	0
8	که	که	CON	2	27	2	other	0
9	تا	تا	P	2	27	2	other	0
10	عمر	عمر	N_SING	2	27	2	other	0
11	دارم	داشت#دار	V_PRS	2	27	2	other	0
12	فراموش	فراموش	ADJ	2	27	2	other	0
13	نمی‌کنم	کرد#کن	V_PRS	2	27	2	other	0
14	.	.	DELM	2	27	2	other	0
1	سپیده	None	N_SING	1	7	4	other	0
2	نقدی	نقد	ADJ	1	7	4	other	0
3	که	که	CON	1	7	4	other	0
4	به	به	P	1	7	4	other	0
5	نظر	نظر	N_SING	1	7	4	other	0
6	پیچیده	پیچیده	ADJ	1	7	4	other	0
7	می‌آمد	آمد#آ	V_PA	1	7	4	other	0
8	از	از	P	1	7	4	other	0
9	مقاله	مقاله	N_SING	1	7	4	other	0
10	خواند	خواند#خوان	V_PA	1	7	4	verb	0
11	و	و	CON	1	7	4	other	0
12	در	در	P	1	7	4	other	0
13	سخنرانی	سخنرانی	N_SING	1	7	4	other	0
14	خود	خود	PRO	1	7	4	other	0
15	به	به	P	1	7	4	other	0
16	آن	آن	PRO	1	7	4	other	0
17	اشاره	اشاره	N_SING	1	7	4	other	0
18	کرد	کرد#کن	V_PA	1	7	4	other	0
19	.	.	DELM	1	7	4	other	0
1	مادرم	مادرم	ADV	2	3	2	other	0
2	دعایی	دعا	N_SING	2	3	2	other	0
3	برای	برای	P	2	3	2	other	0
4	دختر	دختر	N_SING	2	3	2	other	0
5	خاله‌ی	خاله	N_SING	2	3	2	other	0
6	دوست	دوست	N_SING	2	3	2	other	0
7	من	من	PRO	2	3	2	other	0
8	کرد	کرد#کن	V_PA	2	3	2	verb	0
9	که	که	CON	2	3	2	other	0
10	همیشه	همیشه	ADV_TIME	2	3	2	other	0
11	موفق	موفق	ADJ	2	3	2	other	0
12	و	و	CON	2	3	2	other	0
13	سلامت	سلامت	N_SING	2	3	2	other	0
14	باشد	بود#باش	V_SUB	2	3	2	other	0
15	.	.	DELM	2	3	2	other	0
1	فرزاد	فرزاد	N_SING	2	16	2	other	0
2	حرفی	حرف	N_SING	2	16	2	other	0
3	به	به	P	2	16	2	other	0
4	استاد	استاد	N_SING	2	16	2	other	0
5	زبان	زبان	N_SING	2	16	2	other	0
6	من	من	PRO	2	16	2	other	0
7	زد	زد#زن	V_PA	2	16	2	verb	0
8	که	که	CON	2	16	2	other	0
9	خیلی	خیلی	ADV	2	16	2	other	0
10	جا	جا	N_SING	2	16	2	other	0
11	خوردم	None	V_PA	2	16	2	other	0
12	.	.	DELM	2	16	2	other	0
1	همسرم	همسرم	PRO	1	15	2	other	0
2	ضربه‌ای	ضربه	N_SING	1	15	2	other	0
3	که	که	CON	1	15	2	other	0
4	انتظار	انتظار	N_SING	1	15	2	other	0
5	ندا	ندا	N_SING	1	15	2	other	0
6	شتم	None	N_SING	1	15	2	other	0
7	به	به	P	1	15	2	other	0
8	من	من	PRO	1	15	2	other	0
9	زد	زد#زن	V_PA	1	15	2	verb	0
10	و	و	CON	1	15	2	other	0
11	زندگی	زندگی	N_SING	1	15	2	other	0
12	مرا	مرا	ADV	1	15	2	other	0
13	از	از	P	1	15	2	other	0
14	این	این	PRO	1	15	2	other	0
15	رو	رو	N_SING	1	15	2	other	0
16	به	به	P	1	15	2	other	0
17	آن	آن	PRO	1	15	2	other	0
18	رو	رو	N_SING	1	15	2	other	0
19	کرد	کرد#کن	V_PA	1	15	2	other	0
20	.	.	DELM	1	15	2	other	0
1	مریم	مریم	N_SING	2	1	4	other	0
2	غذایی	غذا	ADJ	2	1	4	other	0
3	برای	برای	P	2	1	4	other	0
4	خواهر	None	N_SING	2	1	4	other	0
5	دوست	دوست	N_SING	2	1	4	other	0
6	من	من	PRO	2	1	4	other	0
7	پخت	پخت	N_SING	2	1	4	verb	0
8	که	که	CON	2	1	4	other	0
9	خیلی	خیلی	ADV	2	1	4	other	0
10	خوشمزه	خوشمزه	ADJ	2	1	4	other	0
11	بود	بود#باش	V_PA	2	1	4	other	0
12	.	.	DELM	2	1	4	other	0
1	حسن	حسن	N_SING	2	5	4	other	0
2	داستانی	داستان	N_SING	2	5	4	other	0
3	از	از	P	2	5	4	other	0
4	همسایه‌ی	همسایه‌ی	N_SING	2	5	4	other	0
5	محله‌ی	محله	N_SING	2	5	4	other	0
6	قدیمش	قدیمش	N_SING	2	5	4	other	0
7	شنید	None	V_PA	2	5	4	verb	0
8	و	و	CON	2	5	4	other	0
9	ﻧﻤﯽﺩﺍﻧﺴﺖ	ﻧﻤﯽﺩﺍﻧﺴﺖ	ADV	2	5	4	other	0
10	باید	بایست#باید	V_AUX	2	5	4	other	0
11	آن	آن	PRO	2	5	4	other	0
12	را	را	CLITIC	2	5	4	other	0
13	باور	باور	N_SING	2	5	4	other	0
14	کند	کرد#کن	V_SUB	2	5	4	other	0
15	یا	یا	CON	2	5	4	other	0
16	نه	نه	ADV_NEG	2	5	4	other	0
17	.	.	DELM	2	5	4	other	0
1	خبرنگار	خبرنگار	N_SING	1	6	2	other	0
2	برداشتی	برداشت	V_PA	1	6	2	other	0
3	که	که	CON	1	6	2	other	0
4	خودش	خودش	N_SING	1	6	2	other	0
5	دلش	دلش	N_SING	1	6	2	other	0
6	می‌خواست	خواست#خواه	V_PA	1	6	2	other	0
7	از	از	P	1	6	2	other	0
8	حرف‌های	حرف	N_PL	1	6	2	other	0
9	من	من	PRO	1	6	2	other	0
10	کرد	کرد#کن	V_PA	1	6	2	verb	0
11	در	در	P	1	6	2	other	0
12	حالی	حال	N_SING	1	6	2	other	0
13	که	که	CON	1	6	2	other	0
14	درست	درست	ADJ	1	6	2	other	0
15	نبود	بود#باش	V_PA	1	6	2	other	0
16	.	.	DELM	1	6	2	other	0
1	فرهاد	فرهاد	N_SING	2	24	2	other	0
2	قولی	قولی	N_SING	2	24	2	other	0
3	به	به	P	2	24	2	other	0
4	خواهر	None	N_SING	2	24	2	other	0
5	مهربان	مهربان	ADJ	2	24	2	other	0
6	من	من	PRO	2	24	2	other	0
7	داد	داد#ده	V_PA	2	24	2	verb	0
8	که	که	CON	2	24	2	other	0
9	خیالش	خیالش	N_SING	2	24	2	other	0
10	را	را	CLITIC	2	24	2	other	0
11	راحت	راحت	ADJ	2	24	2	other	0
12	کرد	کرد#کن	V_PA	2	24	2	other	0
13	.	.	DELM	2	24	2	other	0
1	الهام	None	N_SING	1	11	4	other	0
2	سنجاقی	سنجاقی	N_SING	1	11	4	other	0
3	که	که	CON	1	11	4	other	0
4	هدیه	هدیه	N_SING	1	11	4	other	0
5	تولدش	تولدش	N_SING	1	11	4	other	0
6	بود	بود#باش	V_PA	1	11	4	other	0
7	را	را	CLITIC	1	11	4	other	0
8	به	به	P	1	11	4	other	0
9	لباسش	لباسش	N_SING	1	11	4	other	0
10	آویخت	آویخت	V_PA	1	11	4	verb	0
11	که	که	CON	1	11	4	other	0
12	خیلی	خیلی	ADV	1	11	4	other	0
13	با	با	P	1	11	4	other	0
14	لباسش	لباسش	N_SING	1	11	4	other	0
15	هماهنگ	هماهنگ	ADJ	1	11	4	other	0
16	بود	بود#باش	V_PA	1	11	4	other	0
17	.	.	DELM	1	11	4	other	0
1	من	من	PRO	1	30	2	other	0
2	حدسی	حدسی	N_SING	1	30	2	other	0
3	که	که	CON	1	30	2	other	0
4	اشتباه	اشتباه	N_SING	1	30	2	other	0
5	از	از	P	1	30	2	other	0
6	آب	آب	N_SING	1	30	2	other	0
7	درآمد	درآمد	N_SING	1	30	2	other	0
8	در	در	P	1	30	2	other	0
9	مورد	مورد	N_SING	1	30	2	other	0
10	ستاره	ستاره	N_SING	1	30	2	other	0
11	زدم	None	V_PA	1	30	2	verb	0
12	ولی	ولی	CON	1	30	2	other	0
13	خیلی	خیلی	ADV	1	30	2	other	0
14	دیر	دیر	ADV_TIME	1	30	2	other	0
15	متوجه	متوجه	ADJ	1	30	2	other	0
16	شدم	کرد#کن	V_PA	1	30	2	other	0
17	که	که	CON	1	30	2	other	0
18	حدسم	حدسم	ADV	1	30	2	other	0
19	درست	درست	ADJ	1	30	2	other	0
20	نبوده	بود#باش	V_PP	1	30	2	other	0
21	است	است	V_PRS	1	30	2	other	0
22	.	.	DELM	1	30	2	other	0
1	سینا	سینا	N_SING	1	29	2	other	0
2	قراری	قراری	N_SING	1	29	2	other	0
3	که	که	CON	1	29	2	other	0
4	انتظارش	انتظارش	ADV	1	29	2	other	0
5	را	را	CLITIC	1	29	2	other	0
6	می‌کشید	None	V_PRS	1	29	2	other	0
7	با	با	P	1	29	2	other	0
8	ندا	ندا	N_SING	1	29	2	other	0
9	گذاشت	گذاشت#گذار	V_PA	1	29	2	verb	0
10	اما	اما	CON	1	29	2	other	0
11	او	او	PRO	1	29	2	other	0
12	سر	سر	N_SING	1	29	2	other	0
13	قرار	قرار	N_SING	1	29	2	other	0
14	نیامد	None	V_PA	1	29	2	other	0
15	.	.	DELM	1	29	2	other	0
1	بهنام	None	N_SING	1	20	1	other	1
2	راهنمایی	راهنمایی	N_SING	1	20	1	other	1
3	به	به	P	1	20	1	other	1
4	من	من	PRO	1	20	1	other	1
5	کرد	کرد#کن	V_PA	1	20	1	verb	1
6	و	و	CON	1	20	1	other	1
7	باعث	باعث	N_SING	1	20	1	other	1
8	شد	کرد#کن	V_PA	1	20	1	other	1
9	بتوانم	None	V_SUB	1	20	1	other	1
10	تصمیم	تصمیم	N_SING	1	20	1	other	1
11	نهایی	نهایی	ADJ	1	20	1	other	1
12	را	را	CLITIC	1	20	1	other	1
13	بگیرم	گرفت#گیر	V_SUB	1	20	1	other	1
14	.	.	DELM	1	20	1	other	1
1	حسین	حسین	N_SING	2	34	2	other	1
2	اشتباهی	اشتباه	N_SING	2	34	2	other	1
3	در	در	P	2	34	2	other	1
4	مورد	مورد	N_SING	2	34	2	other	1
5	همسر	همسر	N_SING	2	34	2	other	1
6	مهربان	مهربان	ADJ	2	34	2	other	1
7	و	و	CON	2	34	2	other	1
8	فداکارش	فداکارش	ADJ	2	34	2	other	1
9	کرد	کرد#کن	V_PA	2	34	2	verb	1
10	که	که	CON	2	34	2	other	1
11	باعث	باعث	N_SING	2	34	2	other	1
12	جدایی	جدایی	N_SING	2	34	2	other	1
13	آن‌ها	آن	PRO	2	34	2	other	1
14	شد	کرد#کن	V_PA	2	34	2	other	1
15	.	.	DELM	2	34	2	other	1
1	حسین	حسین	N_SING	1	34	2	other	1
2	اشتباهی	اشتباه	N_SING	1	34	2	other	1
3	که	که	CON	1	34	2	other	1
4	بسیار	بسیار	ADV	1	34	2	other	1
5	بزرگ	بزرگ	ADJ	1	34	2	other	1
6	بود	بود#باش	V_PA	1	34	2	other	1
7	در	در	P	1	34	2	other	1
8	مورد	مورد	N_SING	1	34	2	other	1
9	همسرش	همسرش	N_SING	1	34	2	other	1
10	کرد	کرد#کن	V_PA	1	34	2	verb	1
11	و	و	CON	1	34	2	other	1
12	آن	آن	DET	1	34	2	other	1
13	اشتباه	اشتباه	N_SING	1	34	2	other	1
14	باعث	باعث	N_SING	1	34	2	other	1
15	جدایی	جدایی	N_SING	1	34	2	other	1
16	آن‌ها	آن	PRO	1	34	2	other	1
17	شد	کرد#کن	V_PA	1	34	2	other	1
18	.	.	DELM	1	34	2	other	1
1	سپیده	None	N_SING	1	7	2	other	1
2	تحلیلی	تحلیلی	ADJ	1	7	2	other	1
3	که	که	CON	1	7	2	other	1
4	به	به	P	1	7	2	other	1
5	نظر	نظر	N_SING	1	7	2	other	1
6	پیچیده	پیچیده	ADJ	1	7	2	other	1
7	می‌آمد	آمد#آ	V_PA	1	7	2	other	1
8	از	از	P	1	7	2	other	1
9	مقا	مقا	N_SING	1	7	2	other	1
10	له	له	N_SING	1	7	2	other	1
11	کرد	کرد#کن	V_PA	1	7	2	verb	1
12	و	و	CON	1	7	2	other	1
13	آن	آن	PRO	1	7	2	other	1
14	را	را	CLITIC	1	7	2	other	1
15	در	در	P	1	7	2	other	1
16	کنفرانس	کنفرانس	N_SING	1	7	2	other	1
17	ارائه	ارائه	N_SING	1	7	2	other	1
18	داد	داد#ده	V_PA	1	7	2	other	1
19	.	.	DELM	1	7	2	other	1
1	کاوه	کاوه	N_SING	1	32	4	other	1
2	واقعیتی	None	N_SING	1	32	4	other	1
3	که	که	CON	1	32	4	other	1
4	برایش	برایش	ADV	1	32	4	other	1
5	عجیب	عجیب	ADJ	1	32	4	other	1
6	بود	بود#باش	V_PA	1	32	4	other	1
7	در	در	P	1	32	4	other	1
8	مورد	مورد	N_SING	1	32	4	other	1
9	پریسا	پریسا	N_SING	1	32	4	other	1
10	فهمید	None	V_PA	1	32	4	verb	1
11	اما	اما	CON	1	32	4	other	1
12	به	به	P	1	32	4	other	1
13	روی	رو	P	1	32	4	other	1
14	خودش	خودش	N_SING	1	32	4	other	1
15	نیاورد	آورد#آور	V_PA	1	32	4	other	1
16	.	.	DELM	1	32	4	other	1
1	استاد	استاد	N_SING	2	28	3	other	1
2	قطعه‌ای	قطعه	N_SING	2	28	3	other	1
3	با	با	P	2	28	3	other	1
4	شاگردش	شاگردش	N_SING	2	28	3	other	1
5	نواخت	نواخت#نواز	V_PA	2	28	3	verb	1
6	که	که	CON	2	28	3	other	1
7	بسیار	بسیار	ADV	2	28	3	other	1
8	برایم	رسید#را	V_SUB	2	28	3	other	1
9	خاطره	خاطره	N_SING	2	28	3	other	1
10	انگیز	انگیز	ADJ	2	28	3	other	1
11	بود	بود#باش	V_PA	2	28	3	other	1
12	.	.	DELM	2	28	3	other	1
1	سارا	None	N_SING	1	8	4	other	1
2	درخواستی	درخواستی	N_SING	1	8	4	other	1
3	که	که	CON	1	8	4	other	1
4	برایم	رسید#را	V_SUB	1	8	4	other	1
5	سخت	سخت	ADJ	1	8	4	other	1
6	بود	بود#باش	V_PA	1	8	4	other	1
7	از	از	P	1	8	4	other	1
8	من	من	PRO	1	8	4	other	1
9	داشت	داشت#دار	V_PA	1	8	4	verb	1
10	و	و	CON	1	8	4	other	1
11	من	من	PRO	1	8	4	other	1
12	نمی‌توانستم	توانست#توان	V_PA	1	8	4	other	1
13	آن	آن	PRO	1	8	4	other	1
14	را	را	CLITIC	1	8	4	other	1
15	برآورده	None	ADJ_INO	1	8	4	other	1
16	کنم	کرد#کن	V_SUB	1	8	4	other	1
17	.	.	DELM	1	8	4	other	1
1	حمید	حمید	N_SING	1	4	2	other	1
2	تقاضایی	تقاضا	N_SING	1	4	2	other	1
3	که	که	CON	1	4	2	other	1
4	کاملا	None	ADV	1	4	2	other	1
5	غیر	غیر	ADV_NEG	1	4	2	other	1
6	منتظره	منتظره	ADJ	1	4	2	other	1
7	بود	بود#باش	V_PA	1	4	2	other	1
8	از	از	P	1	4	2	other	1
9	مینا	مینا	N_SING	1	4	2	other	1
10	کرد	کرد#کن	V_PA	1	4	2	verb	1
11	و	و	CON	1	4	2	other	1
12	منتظر	منتظر	ADV	1	4	2	other	1
13	جواب	جواب	N_SING	1	4	2	other	1
14	شد	کرد#کن	V_PA	1	4	2	other	1
15	.	.	DELM	1	4	2	other	1
1	من	من	PRO	1	10	4	other	1
2	پولی	پولی	N_SING	1	10	4	other	1
3	که	که	CON	1	10	4	other	1
4	بسیار	بسیار	ADV	1	10	4	other	1
5	ناچیز	ناچیز	ADJ	1	10	4	other	1
6	بود	بود#باش	V_PA	1	10	4	other	1
7	از	از	P	1	10	4	other	1
8	مهسا	مهسا	N_SING	1	10	4	other	1
9	گرفتم	گرفت#گیر	V_PA	1	10	4	verb	1
10	چون	چون	CON	1	10	4	other	1
11	کیفم	کیفم	N_SING	1	10	4	other	1
12	را	را	CLITIC	1	10	4	other	1
13	در	در	P	1	10	4	other	1
14	خانه	خانه	N_SING	1	10	4	other	1
15	جا	جا	N_SING	1	10	4	other	1
16	گذاشته	گذاشت#گذار	V_PP	1	10	4	other	1
17	بودم	بود	V_PA	1	10	4	other	1
18	.	.	DELM	1	10	4	other	1
1	فرزاد	فرزاد	N_SING	2	16	3	other	1
2	کتابی	کتاب	N_SING	2	16	3	other	1
3	به	به	P	2	16	3	other	1
4	من	من	PRO	2	16	3	other	1
5	داد	داد#ده	V_PA	2	16	3	verb	1
6	که	که	CON	2	16	3	other	1
